file,sha256,regime,score,person_frac,license,license_version,license_url,title,creator,creator_url,source,landing_url,image_url,attribution,openverse_id,query,L_p01,L_p50,L_p99,shadow_frac,shadow_a,shadow_b,mid_a,mid_b,high_a,high_b,sat_mean
0042_day_91f4ebe7.jpg,c93165964f6b6cb6385297b7a26f68a5f5862c93dca870a51b5354afd4c42252,day,0.6423,0.256,by,2.0,https://creativecommons.org/licenses/by/2.0/,,Samantha Jade Royds,https://www.flickr.com/photos/7146814@N05,flickr,https://www.flickr.com/photos/7146814@N05/4990413902,https://live.staticflickr.com/4092/4990413902_413796cffa_b.jpg,"""Untitled"" by Samantha Jade Royds, CC BY 2.0, via flickr",91f4ebe7-3a08-478a-bbea-70f173ee400f,street portrait city daylight,4.825,53.124,95.892,0.194,-0.18,3.191,7.928,3.2,2.355,2.659,0.338
0043_day_7bcd43f5.jpg,3b19ddee56fde053e994371a8752f87db8c18ef9556a69b30abc33b1c23e1e96,day,0.6382,0.437,cc0,1.0,https://creativecommons.org/publicdomain/zero/1.0/,Asian Amateur Tiffany - Sexy Grey Button Down Shirt Steamy Street Food Portrait,tiffanyartistmodel,https://www.flickr.com/photos/194724223@N02,flickr,https://www.flickr.com/photos/194724223@N02/55233222990,https://live.staticflickr.com/65535/55233222990_5a2bdfbc03_b.jpg,"""Asian Amateur Tiffany - Sexy Grey Button Down Shirt Steamy Street Food Portrait"" by tiffanyartistmodel, CC0 1.0, via flickr",7bcd43f5-440f-4180-89e1-4db2b305660a,seoul street portrait,4.119,62.6,98.781,0.221,1.268,1.193,3.785,10.224,-0.148,18.76,0.212
0044_night_689b06f7.jpg,c9d59f5bae2c9975753aef90f9af6eabbdfa9c8d7d175de2bec4f75f5e55d3b8,night,0.6324,0.719,cc0,1.0,https://creativecommons.org/publicdomain/zero/1.0/,Asian Amateur Tiffany - Sexy Nighttime City Street Portrait,tiffanyartistmodel,https://www.flickr.com/photos/194724223@N02,flickr,https://www.flickr.com/photos/194724223@N02/55233060614,https://live.staticflickr.com/65535/55233060614_f3c61d1f50_b.jpg,"""Asian Amateur Tiffany - Sexy Nighttime City Street Portrait"" by tiffanyartistmodel, CC0 1.0, via flickr",689b06f7-8d79-4d86-a7b5-988bcb590842,hong kong portrait night,2.158,9.956,94.751,0.784,5.6,7.168,4.431,11.222,0.126,5.341,0.53
0045_day_5f5774a8.jpg,2f75c1152b294400fe05d703e896c33387e1559069fd59fb638149a82c6a97e2,day,0.6298,0.544,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,Abuja Street Portrait,Mark Fischer,https://www.flickr.com/photos/80854685@N08,flickr,https://www.flickr.com/photos/80854685@N08/16360022790,https://live.staticflickr.com/65535/16360022790_a9d4275b74_b.jpg,"""Abuja Street Portrait"" by Mark Fischer, CC BY-SA 2.0, via flickr",5f5774a8-e943-4737-a730-62093b71e2b0,environmental portrait street,5.324,54.257,92.698,0.133,0.414,3.129,1.159,10.727,0.599,10.546,0.248
0046_day_866faff8.jpg,a8b9c587c7dbd09d2174435569b5eb3b4387ff447a9a2f410d80dfa14b22381e,day,0.6241,0.089,by,2.0,https://creativecommons.org/licenses/by/2.0/,.,Khánh Hmoong,https://www.flickr.com/photos/7997148@N05,flickr,https://www.flickr.com/photos/7997148@N05/19811643008,https://live.staticflickr.com/271/19811643008_c3678fabe2_b.jpg,"""."" by Khánh Hmoong, CC BY 2.0, via flickr",866faff8-b86b-4ec4-b178-8e30a9679c63,street portrait city daylight,2.408,38.745,98.988,0.332,2.076,0.748,5.732,8.048,0.148,2.728,0.277
0047_day_29383be1.jpg,1c3d202c0bc043943b87c8e5bd6be377f105793aa076c2fd9bf7f566471d8b50,day,0.6225,0.272,by,2.0,https://creativecommons.org/licenses/by/2.0/,drug-addicted,Transformer18,https://www.flickr.com/photos/71267357@N06,flickr,https://www.flickr.com/photos/71267357@N06/16749632728,https://live.staticflickr.com/8705/16749632728_35bbe65ee0_b.jpg,"""drug-addicted"" by Transformer18, CC BY 2.0, via flickr",29383be1-5a88-4f07-8057-6aa94d941f56,street portrait bokeh,5.063,55.538,99.655,0.225,-0.001,0.001,-0.001,0.003,-0.002,0.004,0.0
0048_day_e007ede7.jpg,7fb9b2be5ec55ce56a03954ae1a2392e3203c6561f39c4dcc64ee8e6d940450f,day,0.6212,0.653,by,2.0,https://creativecommons.org/licenses/by/2.0/,BBG Cosplay Fashion Show 2015 - Sonya,Rich.S.,https://www.flickr.com/photos/94565827@N05,flickr,https://www.flickr.com/photos/94565827@N05/17097408848,https://live.staticflickr.com/7679/17097408848_da8360e746_b.jpg,"""BBG Cosplay Fashion Show 2015 - Sonya"" by Rich.S., CC BY 2.0, via flickr",e007ede7-ab77-4851-a207-313204536082,portrait cherry blossom street,2.096,59.5,98.966,0.246,1.199,-1.401,19.273,9.078,3.429,3.569,0.242
0049_day_368d7934.jpg,128453d90e65491fba7caa7e1227beaf5b854dfc9b623ea5fb9a3be50a50dcf0,day,0.6193,0.416,by,2.0,https://creativecommons.org/licenses/by/2.0/,,payalnic,https://www.flickr.com/photos/58844193@N00,flickr,https://www.flickr.com/photos/58844193@N00/3309629235,https://live.staticflickr.com/3599/3309629235_d1d52bbf44_b.jpg,"""Untitled"" by payalnic, CC BY 2.0, via flickr",368d7934-9cae-45a9-84a5-feb22c7c7b43,street portrait city daylight,1.061,82.41,99.385,0.167,3.762,-6.675,1.695,2.102,-0.57,2.474,0.111
0050_night_200ac13b.jpg,9057437a055cf9f14eb8a49a0f52a7730797b2ba32a747096a1318c820976dc7,night,0.618,0.795,by,2.0,https://creativecommons.org/licenses/by/2.0/,"Man in Seoul, South Korea. Flash Street Portrait.",www.ralfsteinberger.com,https://www.flickr.com/photos/145472109@N04,flickr,https://www.flickr.com/photos/145472109@N04/53925697407,https://live.staticflickr.com/65535/53925697407_59639298aa_b.jpg,"""Man in Seoul, South Korea. Flash Street Portrait."" by www.ralfsteinberger.com, CC BY 2.0, via flickr",200ac13b-186a-441e-84ff-df8ae8c966e4,seoul street portrait,0.743,17.628,77.686,0.656,0.595,3.674,6.91,3.472,6.068,-5.255,0.339
0051_day_f74b5161.jpg,fd659610eee2c54f8cd4a7afc0eb25b1b85897b7a4d8103fe2500aa25953514d,day,0.6125,0.38,by,2.0,https://creativecommons.org/licenses/by/2.0/,Eisya | Visit To Hong Kong,esharkj,https://www.flickr.com/photos/89889506@N00,flickr,https://www.flickr.com/photos/89889506@N00/6428584737,https://live.staticflickr.com/7173/6428584737_3840739093_b.jpg,"""Eisya | Visit To Hong Kong"" by esharkj, CC BY 2.0, via flickr",f74b5161-2dbc-4cb0-8e89-d7e6a34f08b1,hong kong portrait night,2.835,58.653,99.458,0.243,13.088,2.734,8.556,14.68,-1.26,5.472,0.294
0052_night_45eb5b38.jpg,9db63b3b64915d2d62a5848dbea08da84614781bc8ac938c9da2522b9ee2a819,night,0.6121,0.27,by,2.0,https://creativecommons.org/licenses/by/2.0/,Der Hausmann,Hallenser,https://www.flickr.com/photos/26428343@N04,flickr,https://www.flickr.com/photos/26428343@N04/7229232012,https://live.staticflickr.com/8008/7229232012_64cf80792d_b.jpg,"""Der Hausmann"" by Hallenser, CC BY 2.0, via flickr",45eb5b38-2b12-4fc2-97b7-f89c8a0626ae,night market portrait,0.0,18.971,99.95,0.534,2.965,-0.005,4.836,-0.587,1.263,1.694,0.184
0053_day_40464cb8.jpg,9ad049777a6af735d30c9bce4d4bebf291b7dd04420966127f68933dc34309d1,day,0.6083,0.245,by,2.0,https://creativecommons.org/licenses/by/2.0/,Winners of the 2011 'Inquirer Awards' visit the Foreign and Commonwealth Office,"Foreign, Commonwealth & Development Office",https://www.flickr.com/photos/10246637@N04,flickr,https://www.flickr.com/photos/10246637@N04/6857332808,https://live.staticflickr.com/6115/6857332808_c91e2bf672_b.jpg,"""Winners of the 2011 'Inquirer Awards' visit the Foreign and Commonwealth Office"" by Foreign, Commonwealth & Development Office, CC BY 2.0, via flickr",40464cb8-9bab-484e-9f23-cd112abc8a6d,environmental portrait street,3.706,37.013,98.964,0.423,1.529,-1.177,2.883,-0.408,0.225,-0.099,0.136
0054_night_93ada1d9.jpg,551814a4f870497eb370962873871b0f11a60a1b0c4c1f896626fec6c80f508b,night,0.6055,0.141,by,2.0,https://creativecommons.org/licenses/by/2.0/,Tokyo street photography - The laughing lady,kevin dooley,https://www.flickr.com/photos/12836528@N00,flickr,https://www.flickr.com/photos/12836528@N00/6844010566,https://live.staticflickr.com/7200/6844010566_f6856d0971_b.jpg,"""Tokyo street photography - The laughing lady"" by kevin dooley, CC BY 2.0, via flickr",93ada1d9-88a3-425e-b1c9-1c77db74e603,street portrait bokeh,0.804,29.894,100.0,0.404,-1.872,-2.332,8.353,-9.233,-4.743,2.286,0.314
0055_day_d0e1ed79.jpg,a70d9164746f9627fbe2aa491b54bc966c37061f5f5c1d52fff797703b3b72ab,day,0.6044,0.544,by,2.0,https://creativecommons.org/licenses/by/2.0/,The devil is in the details,Dai Luo,https://www.flickr.com/photos/57669526@N04,flickr,https://www.flickr.com/photos/57669526@N04/7431662876,https://live.staticflickr.com/5200/7431662876_3a3566b8ff_b.jpg,"""The devil is in the details"" by Dai Luo, CC BY 2.0, via flickr",d0e1ed79-ed13-4c7d-a8e2-4761a403a253,seoul street portrait,2.193,55.927,94.447,0.24,-0.001,0.001,-0.001,0.003,-0.002,0.004,0.0
0056_night_0f5a192e.jpg,5f63d3824d7ffb8aac16dc13a30b031985da607c2ab3a2ac6cb5328842d9bc9c,night,0.6007,0.219,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,Neon,learning_machine,https://www.flickr.com/photos/85300246@N06,flickr,https://www.flickr.com/photos/85300246@N06/8120269210,https://live.staticflickr.com/8047/8120269210_c09061f7e9_b.jpg,"""Neon"" by learning_machine, CC BY-SA 2.0, via flickr",0f5a192e-e591-4b6f-943a-b6ab82119364,street portrait night neon,0.904,17.136,97.859,0.627,12.038,-2.346,20.198,-20.964,-3.352,-3.846,0.632
0057_day_b26f438e.jpg,e01eeeed339bb311c2ea0e907a9c2e29622d9e648d8445734dd07fda12274103,day,0.6005,0.531,by,2.0,https://creativecommons.org/licenses/by/2.0/,squeeze,jenny downing,https://www.flickr.com/photos/7941044@N06,flickr,https://www.flickr.com/photos/7941044@N06/11883744495,https://live.staticflickr.com/7429/11883744495_396e76257b_b.jpg,"""squeeze"" by jenny downing, CC BY 2.0, via flickr",b26f438e-6322-4e4d-9f67-0d012a4a5fd3,street portrait bokeh,0.844,40.006,96.089,0.356,1.34,-0.025,1.907,7.168,-0.084,3.44,0.258
0058_day_d13b0946.jpg,4b3ddb80e3c9de1c90c52e30abd09b269f7d0ce63b309ab9244f8010815f1f39,day,0.6002,0.132,by,2.0,https://creativecommons.org/licenses/by/2.0/,Couple,bigbirdz,https://www.flickr.com/photos/7765825@N03,flickr,https://www.flickr.com/photos/7765825@N03/5596344183,https://live.staticflickr.com/5027/5596344183_c391e601e9_b.jpg,"""Couple"" by bigbirdz, CC BY 2.0, via flickr",d13b0946-236a-49df-8017-0539bd503e9f,portrait cherry blossom street,1.645,54.872,83.306,0.166,0.51,0.37,1.152,5.99,-1.79,3.773,0.105
0059_day_4d267bfb.jpg,1be2ce9ef7062d13784fee1f4202bb5a3ffb2514344a8715ddd195312bb90e30,day,0.5974,0.131,by,2.0,https://creativecommons.org/licenses/by/2.0/,So cliché,louisbavent,https://www.flickr.com/photos/134047146@N03,flickr,https://www.flickr.com/photos/134047146@N03/20401245710,https://live.staticflickr.com/5811/20401245710_f337b44954_b.jpg,"""So cliché"" by louisbavent, CC BY 2.0, via flickr",4d267bfb-2ad4-4822-a3a3-db5c679a228d,seoul street portrait,3.967,50.034,79.519,0.282,-0.001,0.001,-0.001,0.003,-0.002,0.004,0.0
0060_day_488a80ca.jpg,32bb74fd1b16b88db7695271fafea97c1d0fdfb4d75739bd9ac3a6c6360ccbf9,day,0.5968,0.102,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,baby bike,macabrephotographer,https://www.flickr.com/photos/25598800@N02,flickr,https://www.flickr.com/photos/25598800@N02/7275950188,https://live.staticflickr.com/7094/7275950188_3aca018d6e_b.jpg,"""baby bike"" by macabrephotographer, CC BY-SA 2.0, via flickr",488a80ca-1fff-4fa5-b731-d8c1ee1aeda5,night market portrait,0.997,57.065,88.164,0.258,-1.729,2.235,-0.929,2.207,-0.25,1.883,0.132
0061_day_e8a8a260.jpg,84cf9b938a02d51301ba3e8096c520b7935ba294c041fd73c19e76c36374c76b,day,0.5949,0.089,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,Marronnier Park 마로니에 공원,InSapphoWeTrust,https://www.flickr.com/photos/56619626@N05,flickr,https://www.flickr.com/photos/56619626@N05/5481260240,https://live.staticflickr.com/5054/5481260240_9fcf60f031_b.jpg,"""Marronnier Park 마로니에 공원"" by InSapphoWeTrust, CC BY-SA 2.0, via flickr",e8a8a260-db63-4376-8535-89162ce11ba3,seoul street portrait,4.304,40.115,100.0,0.222,-2.103,6.521,-0.927,9.407,0.179,4.021,0.263
0062_night_133aa8a2.jpg,ac7b162d4740306b8c232767c06718a6ea7b8e6601efa7235cba3f115be03d86,night,0.5946,0.504,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,Indian accent,colinlogan,https://www.flickr.com/photos/24918835@N03,flickr,https://www.flickr.com/photos/24918835@N03/5234459648,https://live.staticflickr.com/5246/5234459648_d23dae030d.jpg,"""Indian accent"" by colinlogan, CC BY-SA 2.0, via flickr",133aa8a2-d172-4059-8ce3-cfb563667711,street portrait stranger,0.0,15.589,91.374,0.589,1.407,0.627,4.416,5.84,2.765,2.057,0.146
0063_day_f0a2f859.jpg,c4bc0528a33575dae832ed616d73cac338b6f5d1676a20042c13d3d738a0a91f,day,0.5938,0.147,by,2.0,https://creativecommons.org/licenses/by/2.0/,Seoul Korea,Tracy Hunter,https://www.flickr.com/photos/11121785@N00,flickr,https://www.flickr.com/photos/11121785@N00/15564070089,https://live.staticflickr.com/3952/15564070089_f3c1e5cd8a_b.jpg,"""Seoul Korea"" by Tracy Hunter, CC BY 2.0, via flickr",f0a2f859-b53a-49cb-9e4e-ecf7be2ffbda,seoul street portrait,12.437,47.741,99.877,0.071,1.5,-9.663,-1.481,-13.331,-3.028,0.813,0.356
0064_day_64795156.jpg,fcbb78dede381bd330248c79c57353ae0a6851eba0fad451bc00bd8601cfc608,day,0.5933,0.182,by,2.0,https://creativecommons.org/licenses/by/2.0/,Andy #062,The Urban Scot,https://www.flickr.com/photos/57676038@N06,flickr,https://www.flickr.com/photos/57676038@N06/8736184052,https://live.staticflickr.com/7285/8736184052_7f75ba1701_b.jpg,"""Andy #062"" by The Urban Scot, CC BY 2.0, via flickr",64795156-fe02-4add-a0c4-9767c601c606,urban portrait evening,0.0,50.864,90.022,0.147,3.844,1.454,5.883,4.904,1.995,-2.094,0.209
0065_night_6c2b1db8.jpg,cec663c11f847d02960802be2f887b13591c6d03730be1189819d37600b174fe,night,0.5932,0.263,by,2.0,https://creativecommons.org/licenses/by/2.0/,Bingo,grinapple,https://www.flickr.com/photos/39323813@N05,flickr,https://www.flickr.com/photos/39323813@N05/4394913994,https://live.staticflickr.com/4062/4394913994_9d938760bf_b.jpg,"""Bingo"" by grinapple, CC BY 2.0, via flickr",6c2b1db8-a840-4236-ae28-5fd35b7f8efc,hong kong portrait night,0.058,20.391,95.743,0.572,0.702,6.194,-5.662,13.463,-3.013,0.209,0.567
0066_night_34756057.jpg,eadab46af16906bc096e50ed53627280cbe424c232208a738bd843e36e9eeb32,night,0.5908,0.419,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,Shy girlfriend,colinlogan,https://www.flickr.com/photos/24918835@N03,flickr,https://www.flickr.com/photos/24918835@N03/5267617020,https://live.staticflickr.com/5010/5267617020_4f9bb983ec.jpg,"""Shy girlfriend"" by colinlogan, CC BY-SA 2.0, via flickr",34756057-824b-440b-889d-73dbdd6283fc,street portrait bokeh,0.0,19.747,96.379,0.544,1.015,0.367,5.943,8.463,2.183,2.951,0.143
0067_day_3dbc6842.jpg,f894f99c1375b5aa052fd97d2749d86688fe0b4a7708f02d2a555899b08ec2c8,day,0.5887,0.762,by,2.0,https://creativecommons.org/licenses/by/2.0/,,bigbirdz,https://www.flickr.com/photos/7765825@N03,flickr,https://www.flickr.com/photos/7765825@N03/5596928566,https://live.staticflickr.com/5301/5596928566_37000d4ea8_b.jpg,"""Untitled"" by bigbirdz, CC BY 2.0, via flickr",3dbc6842-c8b0-4b74-abd3-ba82c7fd5bba,portrait cherry blossom street,2.193,52.8,100.0,0.368,-0.0,0.001,-0.001,0.003,-0.002,0.004,0.0
0068_day_676b6542.jpg,f5cb579238ae5467e8e5fc727d5080727b620a157ba01f29b44ebcb38738b748,day,0.587,0.612,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,Cheering,kohlmann.sascha,https://www.flickr.com/photos/96323831@N06,flickr,https://www.flickr.com/photos/96323831@N06/9546007436,https://live.staticflickr.com/7375/9546007436_be533e7136_b.jpg,"""Cheering"" by kohlmann.sascha, CC BY-SA 2.0, via flickr",676b6542-f74b-4ffe-ba84-b5169f7aa28f,street portrait bokeh,3.838,49.952,98.272,0.151,3.342,-0.025,2.193,-2.404,1.673,-3.827,0.122
0069_day_ebdbe0af.jpg,465185ac28106e5a0ed735659db083487cb3b2d6701948306a5c42382cd57581,day,0.5857,0.712,by,2.0,https://creativecommons.org/licenses/by/2.0/,anit_e2004010900144,bayerberg,https://www.flickr.com/photos/10127072@N04,flickr,https://www.flickr.com/photos/10127072@N04/3405261168,https://live.staticflickr.com/3463/3405261168_061e36aa7c_b.jpg,"""anit_e2004010900144"" by bayerberg, CC BY 2.0, via flickr",ebdbe0af-68fb-4689-a2a1-6d1a4e396cb1,environmental portrait street,0.685,50.467,92.726,0.217,2.83,0.338,0.061,4.608,-1.037,3.632,0.168
0070_day_fa9aceae.jpg,4740bdd07a8fa3a26cdc66b8b0e51782edc5f55d40eca681f7e12243407cdc0e,day,0.5822,0.364,by,2.0,https://creativecommons.org/licenses/by/2.0/,Pentagon Tour - African Land Forces Summit - 10 May 2010,US Army Africa,https://www.flickr.com/photos/36281822@N08,flickr,https://www.flickr.com/photos/36281822@N08/4601685875,https://live.staticflickr.com/1302/4601685875_73723ea870_b.jpg,"""Pentagon Tour - African Land Forces Summit - 10 May 2010"" by US Army Africa, CC BY 2.0, via flickr",fa9aceae-ba80-4bd3-8aa0-c1ab7e8f5778,street portrait city daylight,5.099,73.875,100.0,0.114,3.482,-0.258,3.332,-5.306,0.604,-0.72,0.111
0071_day_55c928ae.jpg,4f124e4ecb953f9db062c6675570869d3b93a9d339e7c2874f8afbf7bc684a98,day,0.5819,0.104,by,2.0,https://creativecommons.org/licenses/by/2.0/,Beggar,Transformer18,https://www.flickr.com/photos/71267357@N06,flickr,https://www.flickr.com/photos/71267357@N06/15513131230,https://live.staticflickr.com/7532/15513131230_74c5922a3b_b.jpg,"""Beggar"" by Transformer18, CC BY 2.0, via flickr",55c928ae-46dd-4091-b8fb-f5bf3972b9de,street portrait bokeh,1.645,54.758,99.31,0.268,-0.0,0.001,-0.001,0.003,-0.002,0.004,0.0
0072_day_d424b921.jpg,e3c4c46f76e9fa95c20922aa31d60ba02165e1182a333fb2a1826bce5ae10e26,day,0.5818,0.245,by,2.0,https://creativecommons.org/licenses/by/2.0/,DSC00014,hosiery_advocate,https://www.flickr.com/photos/23958111@N00,flickr,https://www.flickr.com/photos/23958111@N00/330626420,https://live.staticflickr.com/124/330626420_b9b9b35f53.jpg,"""DSC00014"" by hosiery_advocate, CC BY 2.0, via flickr",d424b921-d92d-414e-ba8d-1f469a942ced,street portrait city daylight,3.243,73.09,99.637,0.09,-2.154,0.506,-5.162,5.349,-4.828,-0.026,0.239
0073_day_28beca68.jpg,cbe86aba2f1e9fba8f2027dab7e379df7c31f1e9c30f7daccba6f388b69a984a,day,0.5789,0.334,by,2.0,https://creativecommons.org/licenses/by/2.0/,Holly #260 (Street Portrait),The Urban Scot,https://www.flickr.com/photos/57676038@N06,flickr,https://www.flickr.com/photos/57676038@N06/8521135420,https://live.staticflickr.com/8250/8521135420_363b3d088e_b.jpg,"""Holly #260 (Street Portrait)"" by The Urban Scot, CC BY 2.0, via flickr",28beca68-291c-494f-bf71-d91eaecfbd9e,street portrait stranger,0.0,64.262,100.0,0.307,0.711,0.03,4.315,4.752,0.699,0.793,0.106
0074_day_fe2b06f8.jpg,f07bc4a52e11ac46ab65e8352c9cafa430f9ea1ee17249e0137e32bb219bda0c,day,0.5783,0.171,by,2.0,https://creativecommons.org/licenses/by/2.0/,More Business Attire 6,hosiery_advocate,https://www.flickr.com/photos/23958111@N00,flickr,https://www.flickr.com/photos/23958111@N00/308140806,https://live.staticflickr.com/103/308140806_3fa59d4bf9.jpg,"""More Business Attire 6"" by hosiery_advocate, CC BY 2.0, via flickr",fe2b06f8-7632-4849-9353-7ad0c0bd6a4a,street portrait city daylight,1.335,54.457,97.546,0.182,-1.606,-0.033,-3.654,0.949,-4.055,-1.999,0.304
0075_night_e2bf65cc.jpg,1b3fb9675da430843599039a8a7bc06b56c2c3ac9a428625a2148a4914854540,night,0.5765,0.433,by,2.0,https://creativecommons.org/licenses/by/2.0/,IMG_1070,foot fingers,https://www.flickr.com/photos/34513998@N02,flickr,https://www.flickr.com/photos/34513998@N02/5270532273,https://live.staticflickr.com/5246/5270532273_2d110b8353_b.jpg,"""IMG_1070"" by foot fingers, CC BY 2.0, via flickr",e2bf65cc-6ec0-4937-aaf5-c9c9ac355b88,seoul street portrait,1.097,16.933,97.556,0.595,2.848,5.494,9.7,17.23,5.459,14.362,0.378
0076_day_5cc57500.jpg,b61a8f3bd02d76e5c8224ed7a333530caffe6f59ea3c158d4b4c706de74b44be,day,0.5751,0.795,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,Abuja Street Portrait,Mark Fischer,https://www.flickr.com/photos/80854685@N08,flickr,https://www.flickr.com/photos/80854685@N08/23811159626,https://live.staticflickr.com/65535/23811159626_c96b8e45e4_b.jpg,"""Abuja Street Portrait"" by Mark Fischer, CC BY-SA 2.0, via flickr",5cc57500-9e4c-4c77-a9ed-a739938c79c5,environmental portrait street,5.806,69.072,94.796,0.078,7.056,4.771,0.198,20.963,-1.281,6.888,0.248
0077_night_9f248f5e.jpg,1eeacd276342df5495793d2ae4378b0ff6cf698940341fe76a2176ce150eaf98,night,0.5743,0.353,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,...and...,colinlogan,https://www.flickr.com/photos/24918835@N03,flickr,https://www.flickr.com/photos/24918835@N03/5496073077,https://live.staticflickr.com/5092/5496073077_0d7c359324.jpg,"""...and..."" by colinlogan, CC BY-SA 2.0, via flickr",9f248f5e-a0a3-483b-adcd-d7eca57b71fd,street portrait stranger,0.0,20.254,89.437,0.535,0.615,1.073,4.636,4.127,2.868,2.421,0.16
0078_night_67dffdf1.jpg,13faf4a1288cbb38a90cd22aabe953a9936b198cc8b33b014fa1e4d300a1f33e,night,0.5702,0.223,by,2.0,https://creativecommons.org/licenses/by/2.0/,night girl,ernop,https://www.flickr.com/photos/44823472@N00,flickr,https://www.flickr.com/photos/44823472@N00/1030014086,https://live.staticflickr.com/1061/1030014086_7d01263641_b.jpg,"""night girl"" by ernop, CC BY 2.0, via flickr",67dffdf1-6894-4b38-9f22-dae41aab922e,urban portrait evening,1.605,20.711,77.615,0.618,9.66,11.856,12.276,19.307,7.386,24.507,0.571
0079_night_1c9b0282.jpg,ed6fc23b67ebb56f70246debd982ab7e790227927298f6988f88f9f43b68ad18,night,0.5697,0.12,by,2.0,https://creativecommons.org/licenses/by/2.0/,"Gemayze_Beirut, Lebanon",stateofgeorgie,https://www.flickr.com/photos/57780451@N05,flickr,https://www.flickr.com/photos/57780451@N05/49110428162,https://live.staticflickr.com/65535/49110428162_e70ebafee4_b.jpg,"""Gemayze_Beirut, Lebanon"" by stateofgeorgie, CC BY 2.0, via flickr",1c9b0282-9b99-4d72-828b-c43a4140afaf,portrait neon lights street,3.523,18.713,72.994,0.653,6.336,-3.842,10.611,5.713,5.48,12.844,0.319
0080_night_66fdda9f.jpg,9e6fa1d9a4283eb9353878a9df0ec6b9f8ae857139dcb30809aad3a9646b7846,night,0.5688,0.668,by,2.0,https://creativecommons.org/licenses/by/2.0/,Lorraine,plaits,https://www.flickr.com/photos/90198349@N04,flickr,https://www.flickr.com/photos/90198349@N04/8194963107,https://live.staticflickr.com/8337/8194963107_9e93994e5e_b.jpg,"""Lorraine"" by plaits, CC BY 2.0, via flickr",66fdda9f-9a22-41c6-a606-52760ce4e4b2,street portrait bokeh,0.548,17.062,89.531,0.623,-0.0,0.001,-0.001,0.002,-0.002,0.004,0.0
0081_night_9393ecc3.jpg,98a560aa126bfbb028109d6fa07ed5087ac129f03cedc04d52befe777218286f,night,0.5688,0.314,by,2.0,https://creativecommons.org/licenses/by/2.0/,Waiting [Explored],pennuja,https://www.flickr.com/photos/22749993@N08,flickr,https://www.flickr.com/photos/22749993@N08/9567572077,https://live.staticflickr.com/5462/9567572077_5958c5f981_b.jpg,"""Waiting [Explored]"" by pennuja, CC BY 2.0, via flickr",9393ecc3-3e58-44c7-90b8-cff23a46834e,street portrait stranger,0.0,28.663,97.209,0.456,0.605,1.701,7.672,6.915,0.907,-0.914,0.347
0082_night_5c9fbbe6.jpg,209e6611638f1f470e36e335d19f9d0677c96d3cf3a1493c79e1511f5917e3d8,night,0.5683,0.722,by,2.0,https://creativecommons.org/licenses/by/2.0/,Christmas Lights,Steven Leonti,https://www.flickr.com/photos/47493434@N03,flickr,https://www.flickr.com/photos/47493434@N03/6605117337,https://live.staticflickr.com/7030/6605117337_27f623f980_b.jpg,"""Christmas Lights"" by Steven Leonti, CC BY 2.0, via flickr",5c9fbbe6-2a30-4db0-93c0-d6b8952a7221,street portrait bokeh,0.548,17.533,81.326,0.594,-0.0,0.001,-0.001,0.003,-0.002,0.004,0.0
0083_day_4250cc7c.jpg,700f7debf16a86bad3842ec91203f425d98500dc67a8ea2c42bc9c4460bd3826,day,0.5666,0.295,by,2.0,https://creativecommons.org/licenses/by/2.0/,Tokyo street photography,kevin dooley,https://www.flickr.com/photos/12836528@N00,flickr,https://www.flickr.com/photos/12836528@N00/6990125965,https://live.staticflickr.com/7063/6990125965_91345e8e87_b.jpg,"""Tokyo street photography"" by kevin dooley, CC BY 2.0, via flickr",4250cc7c-7026-4eea-8099-b3c6f2affd52,tokyo street portrait night,6.384,41.724,100.0,0.165,-1.403,1.136,-0.029,7.218,-10.884,4.626,0.237
0084_day_1ebb3e3c.jpg,d891986a56f7be9b63b801c87ab2096f5b521d92158e6ef55dbde4d89ea3b729,day,0.5617,0.611,pdm,1.0,https://creativecommons.org/publicdomain/mark/1.0/,Italy-Roma - Creative Commons by gnuckx,gnuckx,https://www.flickr.com/photos/34409164@N06,flickr,https://www.flickr.com/photos/34409164@N06/3203383945,https://live.staticflickr.com/3103/3203383945_1f79eb5877_b.jpg,"""Italy-Roma - Creative Commons by gnuckx"" by gnuckx, Public Domain Mark, via flickr",1ebb3e3c-eeca-4a50-bcf7-76b8a9955291,urban portrait evening,0.0,57.591,100.0,0.183,2.177,5.882,0.268,3.026,0.067,1.861,0.102
